Date,Open,High,Low,Close,Adj Close,Volume
2015-02-13,59.459999,60.220001,59.340000,59.669998,54.646332,16479100
2015-02-17,59.360001,60.139999,59.320000,60.099998,55.040134,15308800
2015-02-18,60.099998,60.099998,59.119999,59.369999,54.371582,13095100
2015-02-19,59.150002,59.480000,58.799999,59.230000,54.243385,11256500
2015-02-20,58.959999,59.889999,58.349998,59.799999,54.765396,15379000
2015-02-23,59.500000,59.529999,58.799999,59.349998,54.353275,16814000
2015-02-24,60.250000,61.250000,60.080002,60.820000,55.699509,22902100
2015-02-25,60.759998,61.270000,60.750000,61.139999,55.992580,18307900
2015-02-26,61.029999,61.700001,60.910000,61.580002,56.395527,15444800
2015-02-27,61.130001,61.919998,61.130001,61.279999,56.120789,15225900
2015-03-02,61.279999,61.830002,61.029999,61.770000,56.569538,13047300
2015-03-03,61.650002,61.990002,61.500000,61.970001,56.752697,13706900
2015-03-04,61.639999,62.169998,61.349998,62.130001,56.899227,16625500
2015-03-05,62.200001,62.230000,61.599998,62.000000,56.780170,10931300
2015-03-06,62.160000,62.869999,60.799999,60.889999,55.763618,22719200
2015-03-09,60.840000,61.630001,60.799999,61.500000,56.322269,13001500
2015-03-10,60.759998,61.009998,59.959999,59.959999,54.911922,16307300
2015-03-11,60.130001,60.650002,59.959999,60.240002,55.168339,13015600
2015-03-12,60.650002,61.450001,60.650002,61.369999,56.203217,18159600
2015-03-13,61.400002,61.860001,60.430000,61.000000,55.864361,16506200
2015-03-16,61.500000,61.919998,61.250000,61.849998,56.642796,15182900
2015-03-17,61.340000,61.660000,60.919998,61.610001,56.423004,11628800
2015-03-18,61.389999,62.049999,61.090000,61.750000,56.551216,15681300
2015-03-19,61.570000,61.650002,60.759998,61.200001,56.047523,11523800
2015-03-20,61.320000,62.099998,61.150002,61.750000,56.551216,18368300
2015-03-23,61.750000,62.080002,61.119999,61.139999,55.992580,14714300
2015-03-24,60.970001,61.240002,60.450001,60.459999,55.369820,12128700
2015-03-25,60.529999,60.639999,59.590000,59.610001,54.591393,14950900
2015-03-26,59.459999,59.790001,58.869999,59.540001,54.527279,14039600
2015-03-27,59.490002,59.779999,59.000000,59.549999,54.536434,11750900
2015-03-30,60.880001,61.459999,60.610001,60.959999,55.827728,20656500
2015-03-31,60.720001,60.939999,60.419998,60.580002,55.479721,17346700
2015-04-01,60.410000,60.570000,59.730000,59.950001,55.267681,18077800
2015-04-02,60.070000,60.700001,60.000000,60.520000,55.793167,12697800
2015-04-06,59.919998,60.750000,59.650002,60.470001,55.747078,12025200
2015-04-07,61.150002,61.500000,60.849998,60.849998,56.097389,11505500
2015-04-08,61.060001,61.560001,60.939999,61.049999,56.281773,11734000
2015-04-09,61.270000,61.580002,60.830002,61.470001,56.668964,11728500
2015-04-10,61.349998,61.779999,61.200001,61.700001,56.881008,9869700
2015-04-13,61.639999,62.270000,61.500000,62.070000,57.222103,15468700
2015-04-14,62.959999,63.610001,62.740002,63.040001,58.116348,33742000
2015-04-15,63.080002,64.480003,63.009998,64.209999,59.194965,28732200
2015-04-16,64.080002,64.269997,63.660000,63.810001,58.826210,16640500
2015-04-17,63.250000,63.400002,62.490002,62.840000,57.931961,20221200
2015-04-20,63.220001,63.520000,63.139999,63.240002,58.300732,12716700
2015-04-21,63.330002,63.599998,62.130001,62.310001,57.443363,14985100
2015-04-22,62.650002,63.150002,62.029999,62.939999,58.024155,14484700
2015-04-23,62.790001,63.209999,62.599998,62.799999,57.895092,12851300
2015-04-24,62.630001,62.840000,62.340000,62.599998,57.710716,9597500
2015-04-27,62.700001,63.150002,62.310001,62.340000,57.471016,11146400
2015-04-28,62.490002,62.779999,61.770000,62.759998,57.858223,12307800
2015-04-29,62.560001,63.889999,62.459999,63.599998,58.632610,17601200
2015-04-30,63.580002,63.880001,62.919998,63.259998,58.319164,16840900
2015-05-01,63.700001,63.869999,63.330002,63.610001,58.641830,11640100
2015-05-04,63.680000,64.870003,63.639999,64.720001,59.665138,14972500
2015-05-05,64.510002,65.320000,64.290001,64.400002,59.370121,17692400
2015-05-06,64.529999,65.070000,63.419998,63.919998,58.927608,18087900
2015-05-07,63.669998,64.599998,63.250000,64.500000,59.462315,15039900
2015-05-08,64.970001,65.650002,64.599998,65.489998,60.374985,16802600
2015-05-11,65.260002,65.639999,65.080002,65.449997,60.338108,13798800
2015-05-12,65.309998,65.540001,64.760002,65.360001,60.255138,12762200
2015-05-13,65.419998,65.629997,65.059998,65.519997,60.402641,11874100
2015-05-14,65.830002,66.180000,65.709999,66.050003,60.891247,11855500
2015-05-15,66.129997,66.160004,65.440002,65.879997,60.734531,11152100
2015-05-18,65.800003,66.540001,65.800003,66.419998,61.232353,10505500
2015-05-19,66.769997,67.190002,66.570000,67.010002,61.776268,14282700
2015-05-20,66.949997,67.029999,66.400002,66.480003,61.287659,12446000
2015-05-21,66.139999,66.680000,66.010002,66.650002,61.444397,12934500
2015-05-22,66.629997,66.830002,66.320000,66.470001,61.278458,9296900
2015-05-26,66.199997,66.290001,65.309998,65.730003,60.596249,15571300
2015-05-27,65.949997,66.650002,65.820000,66.470001,61.278458,10963700
2015-05-28,66.360001,66.400002,65.739998,66.199997,61.029541,11797400
2015-05-29,66.180000,66.220001,65.360001,65.779999,60.642338,14240700
2015-06-01,65.989998,66.660004,65.970001,66.080002,60.918915,11899300
2015-06-02,65.830002,66.389999,65.580002,66.019997,60.863594,12721500
2015-06-03,66.430000,67.129997,66.269997,66.699997,61.490494,12927300
2015-06-04,66.309998,67.050003,66.010002,66.330002,61.149384,13863300
2015-06-05,67.370003,67.839996,67.010002,67.419998,62.154243,20801100
2015-06-08,67.459999,67.550003,66.809998,66.889999,61.665646,14486200
2015-06-09,66.949997,67.269997,66.470001,67.180000,61.932999,13263500
2015-06-10,67.589996,68.500000,67.470001,68.260002,62.928638,17478900
2015-06-11,68.360001,68.680000,68.150002,68.519997,63.168324,13739900
2015-06-12,68.309998,68.540001,67.870003,68.250000,62.919418,11804700
2015-06-15,67.580002,68.209999,67.300003,67.989998,62.679726,14082300
2015-06-16,67.769997,68.519997,67.620003,68.370003,63.030056,11692800
2015-06-17,68.410004,68.680000,68.040001,68.139999,62.818008,14521900
2015-06-18,68.349998,68.820000,67.900002,68.779999,63.408028,16759600
2015-06-19,68.459999,68.669998,67.919998,68.080002,62.762703,21606400
2015-06-22,68.870003,69.290001,68.750000,68.959999,63.573975,14306700
2015-06-23,69.349998,69.820000,69.190002,69.750000,64.302269,15736900
2015-06-24,69.510002,69.769997,68.910004,69.019997,63.629284,16995000
2015-06-25,69.320000,69.470001,68.639999,68.650002,63.288189,13314300
2015-06-26,68.940002,69.290001,68.769997,68.949997,63.564758,14489200
2015-06-29,67.680000,68.260002,67.160004,67.199997,61.951431,19934400
2015-06-30,67.889999,68.110001,67.160004,67.760002,62.467690,20677400
2015-07-01,68.120003,68.389999,67.779999,68.070000,63.163639,13964400
2015-07-02,67.949997,68.129997,67.190002,67.519997,62.653286,12822900
2015-07-06,66.879997,67.459999,66.540001,67.330002,62.476971,13527100
2015-07-07,67.089996,67.220001,65.300003,66.800003,61.985176,22421500
2015-07-08,66.000000,66.160004,65.209999,65.430000,60.713924,17707200
2015-07-09,66.489998,66.699997,65.989998,66.110001,61.344910,14984700
2015-07-10,67.220001,67.400002,66.830002,67.050003,62.217163,12356100
2015-07-13,67.889999,68.139999,67.680000,68.089996,63.182190,16175600
2015-07-14,67.980003,69.099998,67.760002,69.040001,64.063728,20185100
2015-07-15,69.230003,69.430000,68.849998,69.190002,64.202919,16891600
2015-07-16,69.629997,69.949997,69.410004,69.559998,64.546242,18035700
2015-07-17,69.349998,69.489998,68.919998,69.209999,64.221466,14040700
2015-07-20,69.500000,69.769997,69.180000,69.260002,64.267868,11512900
2015-07-21,69.160004,69.540001,68.870003,69.099998,64.119400,11659900
2015-07-22,69.279999,70.290001,69.199997,70.080002,65.028755,15493000
2015-07-23,70.190002,70.610001,69.459999,69.639999,64.620476,14331800
2015-07-24,69.440002,69.559998,68.680000,68.910004,63.943089,12413900
2015-07-27,68.150002,68.220001,67.570000,68.010002,63.107971,16801600
2015-07-28,68.550003,68.599998,67.769997,68.050003,63.145081,14932400
2015-07-29,68.320000,69.099998,68.160004,68.940002,63.970928,13059200
2015-07-30,68.930000,69.449997,68.540001,69.040001,64.063728,10197200
2015-07-31,69.010002,69.040001,68.400002,68.529999,63.590492,11911800
2015-08-03,68.589996,68.839996,68.000000,68.529999,63.590492,9980600
2015-08-04,68.470001,68.949997,68.309998,68.459999,63.525517,10964000
2015-08-05,69.050003,69.419998,68.559998,68.730003,63.776058,11302900
2015-08-06,68.750000,68.940002,68.000000,68.250000,63.330658,10803400
2015-08-07,68.330002,68.739998,67.550003,68.050003,63.145081,11453300
2015-08-10,68.220001,69.010002,68.220001,68.889999,63.924541,12661400
2015-08-11,68.230003,68.400002,67.849998,68.230003,63.312099,14722400
2015-08-12,67.410004,67.550003,66.070000,67.239998,62.393456,21069000
2015-08-13,67.250000,67.800003,66.970001,67.550003,62.681122,11930600
2015-08-14,67.419998,67.910004,67.400002,67.889999,62.996616,11216900
2015-08-17,67.620003,68.239998,67.400002,68.070000,63.163639,10326500
2015-08-18,67.980003,68.360001,67.839996,68.209999,63.293556,10617500
2015-08-19,67.930000,68.309998,67.360001,67.599998,62.727528,15198200
2015-08-20,66.809998,67.040001,65.940002,65.940002,61.187172,20972300
2015-08-21,65.089996,65.440002,63.570000,63.599998,59.015827,28235500
2015-08-24,59.290001,62.919998,50.070000,60.250000,55.907291,36339100
2015-08-25,63.099998,63.320000,59.730000,59.910000,55.591801,31772500
2015-08-26,61.799999,62.980000,60.549999,62.910000,58.375557,33576800
2015-08-27,63.980000,64.730003,63.139999,64.480003,59.832409,29045700
2015-08-28,64.290001,64.459999,63.599998,64.129997,59.507626,16687300
2015-08-31,63.610001,64.349998,63.470001,64.099998,59.479797,14087200
2015-09-01,62.849998,62.849998,60.990002,61.450001,57.020794,23637300
2015-09-02,62.619999,62.910000,61.540001,62.570000,58.060070,17757900
2015-09-03,62.880001,63.660000,62.450001,62.680000,58.162140,17065400
2015-09-04,61.799999,61.919998,60.750000,61.500000,57.067184,20189000
2015-09-08,62.770000,63.200001,62.330002,63.160000,58.607548,13385100
2015-09-09,63.939999,64.339996,62.000000,62.180000,57.698181,13718600
2015-09-10,61.860001,63.000000,61.450001,62.660000,58.143585,15751100
2015-09-11,62.380001,62.660000,61.990002,62.560001,58.050785,12766700
2015-09-14,62.639999,62.689999,62.119999,62.380001,57.883762,10202800
2015-09-15,62.759998,63.889999,62.509998,63.580002,58.997269,13897100
2015-09-16,63.889999,64.290001,63.209999,64.139999,59.516903,12235900
2015-09-17,64.139999,64.639999,62.389999,62.650002,58.134296,21249200
2015-09-18,61.830002,61.830002,60.779999,60.939999,56.547550,30758800
2015-09-21,61.520000,61.910000,61.080002,61.450001,57.020794,13136400
2015-09-22,60.599998,61.090000,60.419998,60.910000,56.519714,14811900
2015-09-23,60.799999,61.150002,60.320000,60.639999,56.269180,11712200
2015-09-24,60.009998,60.380001,59.459999,60.220001,55.879456,17293400
2015-09-25,61.270000,61.860001,60.869999,61.470001,57.039349,18384300
2015-09-28,60.919998,61.009998,59.689999,59.980000,55.656754,17452200
2015-09-29,59.980000,60.130001,58.730000,59.840000,55.526844,19334900
2015-09-30,60.700001,61.000000,60.110001,60.970001,56.575390,18639000
2015-10-01,61.119999,61.869999,60.540001,61.419998,56.992958,16863200
2015-10-02,59.590000,60.860001,58.529999,60.810001,56.834072,20435100
2015-10-05,61.240002,62.240002,61.220001,62.020000,57.964962,13471100
2015-10-06,62.110001,62.360001,61.619999,62.049999,57.992992,12134800
2015-10-07,62.549999,63.029999,61.759998,62.130001,58.067764,12773100
2015-10-08,61.849998,62.250000,61.430000,62.130001,58.067764,13964600
2015-10-09,62.389999,62.549999,61.580002,61.930000,57.880844,12112000
2015-10-12,61.840000,62.009998,61.400002,61.720001,57.684574,10857400
2015-10-13,61.389999,62.160000,61.310001,61.549999,57.525688,15621900
2015-10-14,60.759998,60.970001,59.540001,59.990002,56.067680,28989400
2015-10-15,60.470001,61.959999,60.099998,61.889999,57.843460,18147900
2015-10-16,62.430000,62.650002,62.090000,62.430000,58.348156,17456600
2015-10-19,62.000000,62.770000,61.910000,62.220001,58.151882,14510400
2015-10-20,62.360001,62.820000,62.080002,62.520000,58.432266,11487700
2015-10-21,62.880001,62.959999,62.049999,62.060001,58.002342,12113400
2015-10-22,62.419998,63.580002,62.419998,63.189999,59.058453,15295700
2015-10-23,63.630001,64.190002,63.500000,63.869999,59.693996,16985200
2015-10-26,63.840000,63.990002,63.410000,63.900002,59.722042,13880200
2015-10-27,63.529999,63.860001,63.310001,63.639999,59.479034,8831900
2015-10-28,63.700001,65.739998,63.689999,65.500000,61.217422,17962000
2015-10-29,65.260002,65.830002,64.879997,65.209999,60.946384,12686400
2015-10-30,65.300003,65.339996,64.129997,64.250000,60.049149,15731400
2015-11-02,64.449997,65.750000,64.389999,65.540001,61.254807,15253300
2015-11-03,65.290001,66.099998,65.169998,65.779999,61.479118,11519500
2015-11-04,66.010002,66.150002,65.629997,65.849998,61.544548,11374700
2015-11-05,65.790001,66.669998,65.750000,66.440002,62.095970,12715900
2015-11-06,68.370003,69.029999,68.099998,68.459999,63.983883,23262700
2015-11-09,68.699997,68.720001,67.080002,67.389999,62.983856,17143800
2015-11-10,67.190002,67.849998,66.930000,67.680000,63.254902,13239700
2015-11-11,68.099998,68.169998,67.250000,67.349998,62.946461,8513900
2015-11-12,66.860001,66.900002,65.949997,66.000000,61.684742,13576900
2015-11-13,65.839996,66.169998,65.230003,65.559998,61.273506,11837000
2015-11-16,65.459999,66.580002,65.169998,66.510002,62.161392,11041100
2015-11-17,66.669998,66.739998,65.889999,66.129997,61.806236,12354800
2015-11-18,66.480003,67.550003,66.370003,67.449997,63.039928,12911400
2015-11-19,67.580002,67.820000,67.040001,67.660004,63.236195,12839500
2015-11-20,67.989998,68.110001,67.379997,67.540001,63.124043,11209600
2015-11-23,67.309998,67.580002,66.779999,66.879997,62.507191,11339000
2015-11-24,66.169998,67.139999,66.040001,66.779999,62.413738,10910000
2015-11-25,66.930000,67.120003,66.550003,66.860001,62.488495,7772000
2015-11-27,67.000000,67.330002,66.639999,67.169998,62.778225,4052500
2015-11-30,67.279999,67.519997,66.680000,66.680000,62.320274,15147500
2015-12-01,67.339996,67.830002,66.989998,67.610001,63.189465,12708800
2015-12-02,67.830002,67.879997,66.480003,66.660004,62.301579,13440900
2015-12-03,66.830002,67.029999,65.580002,65.800003,61.497822,14626900
2015-12-04,66.099998,68.000000,66.029999,67.889999,63.451164,17786000
2015-12-07,67.660004,67.750000,66.400002,67.000000,62.619343,11686000
2015-12-08,66.250000,66.959999,65.699997,65.959999,61.647354,13084500
2015-12-09,65.610001,66.580002,65.040001,65.459999,61.180046,16770200
2015-12-10,65.540001,66.500000,65.080002,65.610001,61.320229,12807800
2015-12-11,64.800003,65.160004,63.509998,64.070000,59.880924,17889300
2015-12-14,64.230003,64.760002,63.599998,64.269997,60.067848,17454900
2015-12-15,65.070000,66.650002,65.070000,66.099998,61.778183,18126600
2015-12-16,66.910004,67.739998,65.910004,67.529999,63.114700,21720000
2015-12-17,67.900002,68.000000,66.080002,66.279999,61.946426,18122100
2015-12-18,65.970001,65.970001,64.400002,64.400002,60.189342,23819600
2015-12-21,65.019997,65.559998,64.830002,65.540001,61.254807,18869300
2015-12-22,65.919998,66.000000,64.980003,65.680000,61.385662,12114100
2015-12-23,66.120003,66.849998,66.050003,66.730003,62.367012,12524500
2015-12-24,66.620003,66.889999,66.320000,66.599998,62.245506,4468200
2015-12-28,66.290001,66.449997,65.709999,66.379997,62.039890,6600800
2015-12-29,66.839996,67.300003,66.739998,67.070000,62.684776,9820800
2015-12-30,67.040001,67.050003,66.449997,66.589996,62.236149,7190700
2015-12-31,66.190002,66.779999,66.000000,66.029999,61.712772,14654300
2016-01-04,63.950001,64.059998,63.009998,63.619999,59.859230,25393200
2016-01-05,63.700001,64.129997,63.040001,63.730000,59.962719,16566700
2016-01-06,62.720001,63.130001,62.340000,62.810001,59.097107,22961500
2016-01-07,61.459999,62.000000,60.080002,60.270000,56.707260,27630900
2016-01-08,61.130001,61.270000,58.849998,58.919998,55.437057,22373300
2016-01-11,58.830002,59.220001,58.040001,58.830002,55.352375,20878600
2016-01-12,59.450001,59.560001,58.099998,58.959999,55.474693,22971600
2016-01-13,59.459999,59.680000,56.910000,57.340000,53.950455,28808100
2016-01-14,58.160000,59.380001,57.290001,58.200001,54.759617,31296300
2016-01-15,56.450001,57.570000,56.220001,57.040001,53.668194,38131700
2016-01-19,57.730000,57.970001,56.509998,57.009998,53.639961,22818900
2016-01-20,55.630001,56.180000,54.660000,55.509998,52.228630,34646100
2016-01-21,55.740002,56.520000,55.060001,55.250000,51.983997,31301100
2016-01-22,56.439999,57.160000,56.299999,56.950001,53.583511,22732200
2016-01-25,56.480000,56.849998,55.599998,55.660000,52.369766,21114400
2016-01-26,55.849998,57.150002,55.810001,57.080002,53.705830,17415800
2016-01-27,57.080002,58.270000,56.560001,57.040001,53.668194,20560000
2016-01-28,57.520000,57.970001,56.630001,57.279999,53.894005,15497900
2016-01-29,57.830002,59.540001,57.509998,59.500000,55.982773,26992200
2016-02-01,59.160000,59.650002,58.439999,58.860001,55.380600,16807900
2016-02-02,57.880001,57.980000,56.750000,57.029999,53.658779,22448200
2016-02-03,57.369999,57.799999,55.020000,57.410000,54.016319,31543200
2016-02-04,57.060001,58.520000,57.060001,58.400002,54.947792,21558800
2016-02-05,58.580002,59.139999,57.419998,57.750000,54.336224,22001300
2016-02-08,56.689999,56.919998,55.540001,56.540001,53.197750,28267600
2016-02-09,55.290001,56.689999,55.130001,56.200001,52.877846,26247700
2016-02-10,56.570000,57.410000,55.470001,55.520000,52.238037,22389600
2016-02-11,53.900002,53.910000,52.500000,53.070000,49.932869,44334700
2016-02-12,55.650002,57.570000,55.169998,57.490002,54.091591,37011400
2016-02-16,58.230000,58.599998,57.639999,58.349998,54.900749,23730700
2016-02-17,58.849998,59.250000,58.389999,58.770000,55.295925,21580100
2016-02-18,58.840000,58.860001,57.250000,57.810001,54.392670,17037800
2016-02-19,57.500000,58.169998,57.080002,57.820000,54.402081,15658200
2016-02-22,58.509998,58.880001,58.419998,58.570000,55.107746,14882800
2016-02-23,57.900002,58.090000,55.959999,56.119999,52.802563,31772500
2016-02-24,55.200001,56.209999,54.330002,56.139999,52.821388,25560100
2016-02-25,56.130001,57.029999,56.040001,57.009998,53.639961,14447300
2016-02-26,57.639999,58.110001,57.139999,57.540001,54.138638,20947500
2016-02-29,57.410000,57.610001,56.290001,56.299999,52.971931,19554100
2016-03-01,56.759998,59.200001,56.669998,59.200001,55.700500,23958100
2016-03-02,59.200001,59.900002,58.959999,59.759998,56.227398,20943100
2016-03-03,59.580002,59.959999,59.099998,59.959999,56.415585,15751600
2016-03-04,60.099998,60.549999,59.529999,60.049999,56.500259,18459000
2016-03-07,59.540001,60.049999,59.320000,59.939999,56.396759,12832400
2016-03-08,59.209999,59.500000,58.680000,58.779999,55.305328,14132900
2016-03-09,59.150002,59.540001,58.680000,59.119999,55.625225,13238800
2016-03-10,59.590000,59.669998,57.810001,58.610001,55.145386,21096500
2016-03-11,59.389999,59.509998,58.650002,59.340000,55.832230,21055000
2016-03-14,59.150002,59.310001,58.599998,59.119999,55.625225,13436100
2016-03-15,58.540001,59.209999,58.430000,59.200001,55.700500,10910500
2016-03-16,58.980000,59.750000,58.470001,58.919998,55.437057,17423900
2016-03-17,58.770000,59.130001,57.990002,58.750000,55.277107,19405700
2016-03-18,60.049999,60.970001,59.660000,60.480000,56.904839,29570200
2016-03-21,60.220001,60.820000,59.959999,60.459999,56.886021,12684400
2016-03-22,59.990002,60.580002,59.619999,60.240002,56.679024,12042700
2016-03-23,60.340000,60.509998,59.860001,59.939999,56.396759,11658700
2016-03-24,59.299999,59.509998,58.869999,59.480000,55.963947,12921200
2016-03-28,59.529999,59.750000,59.180000,59.400002,55.888687,11159700
2016-03-29,59.330002,59.330002,58.529999,59.029999,55.540554,15809300
2016-03-30,59.459999,60.230000,59.380001,59.709999,56.180351,13307100
2016-03-31,59.450001,59.930000,59.110001,59.220001,55.719322,14904700
2016-04-01,59.020000,60.060001,58.560001,59.869999,56.330898,15417500
2016-04-04,59.439999,59.570000,58.959999,59.200001,56.112892,12305000
2016-04-05,58.590000,58.830002,58.209999,58.360001,55.316700,12886600
2016-04-06,58.180000,58.880001,57.950001,58.810001,55.743229,12154500
2016-04-07,58.259998,58.430000,57.070000,57.320000,54.330929,19226800
2016-04-08,57.709999,58.580002,57.689999,57.740002,54.729027,13547700
2016-04-11,57.910000,58.880001,57.910000,58.200001,55.165035,17627800
2016-04-12,58.340000,59.389999,58.200001,59.279999,56.188725,17574300
2016-04-13,60.480000,62.160000,60.380001,61.790001,58.567829,37516800
2016-04-14,61.689999,62.910000,61.610001,62.590000,59.326115,24194300
2016-04-15,62.880001,62.900002,61.450001,61.869999,58.643661,19290700
2016-04-18,61.639999,62.580002,61.529999,62.270000,59.022804,13794200
2016-04-19,62.549999,63.480000,62.549999,63.320000,60.018044,19255600
2016-04-20,63.480000,64.309998,63.150002,64.239998,60.890064,14594400
2016-04-21,64.260002,64.660004,63.340000,63.599998,60.283443,15395800
2016-04-22,63.639999,64.379997,63.639999,63.970001,60.634148,12444700
2016-04-25,63.599998,63.950001,63.150002,63.599998,60.283443,10687200
2016-04-26,63.810001,64.070000,63.330002,63.930000,60.596237,12048000
2016-04-27,63.860001,64.639999,63.599998,64.110001,60.766850,15284100
2016-04-28,63.639999,64.419998,63.349998,63.599998,60.283443,12852500
2016-04-29,63.090000,63.610001,62.700001,63.200001,59.904305,16376400
2016-05-02,63.689999,64.000000,63.139999,63.790001,60.463531,10247300
2016-05-03,62.900002,62.910000,61.799999,62.560001,59.297676,19120300
2016-05-04,61.750000,62.259998,61.270000,61.570000,58.359299,17030200
2016-05-05,61.599998,62.000000,61.060001,61.240002,58.046513,14033900
2016-05-06,60.700001,61.680000,60.590000,61.599998,58.387741,11057900
2016-05-09,61.369999,61.889999,61.049999,61.209999,58.018078,11197100
2016-05-10,61.549999,62.259998,61.349998,62.040001,58.804794,11708900
2016-05-11,61.970001,62.599998,61.810001,61.810001,58.586784,11254000
2016-05-12,62.270000,62.560001,61.369999,61.770000,58.548874,11071700
2016-05-13,61.700001,62.400002,61.020000,61.200001,58.008602,15122300
2016-05-16,61.209999,61.990002,61.000000,61.660000,58.444614,10951300
2016-05-17,61.430000,62.160000,61.150002,61.660000,58.444614,12180900
2016-05-18,61.700001,64.169998,61.689999,64.040001,60.700497,24052300
2016-05-19,63.529999,64.220001,62.900002,63.389999,60.084400,16076200
2016-05-20,63.860001,64.190002,63.369999,63.509998,60.198139,11862000
2016-05-23,63.450001,63.869999,63.160000,63.459999,60.150745,9324900
2016-05-24,63.939999,64.769997,63.810001,64.540001,61.174431,13839400
2016-05-25,64.940002,66.199997,64.919998,65.519997,62.103325,18935200
2016-05-26,65.570000,65.580002,64.910004,65.029999,61.638878,9243000
2016-05-27,65.209999,65.459999,65.050003,65.430000,62.018021,10116000
2016-05-31,65.730003,65.820000,64.959999,65.269997,61.866352,15139400
2016-06-01,64.760002,65.919998,64.260002,65.690002,62.264458,14031000
2016-06-02,65.519997,65.809998,65.160004,65.809998,62.378201,10582800
2016-06-03,64.250000,64.860001,63.549999,64.639999,61.269211,20261700
2016-06-06,64.639999,65.760002,64.599998,65.279999,61.875839,13193500
2016-06-07,65.449997,65.739998,65.040001,65.059998,61.667305,9924100
2016-06-08,64.930000,65.480003,64.919998,65.250000,61.847397,9428000
2016-06-09,64.790001,64.900002,64.269997,64.750000,61.373474,10817800
2016-06-10,63.930000,64.070000,63.580002,63.840000,60.510937,16678400
2016-06-13,63.480000,64.339996,63.259998,63.270000,59.970650,14382800
2016-06-14,62.680000,63.470001,61.680000,62.080002,58.842709,19509300
2016-06-15,62.410000,62.980000,61.910000,61.970001,58.738449,16982100
2016-06-16,61.450001,62.299999,60.900002,62.220001,58.975414,16791200
2016-06-17,62.299999,62.709999,61.930000,62.279999,59.032276,15751500
2016-06-20,63.450001,63.849998,62.340000,62.369999,59.117584,12213200
2016-06-21,62.730000,63.000000,62.139999,62.950001,59.667339,11611600
2016-06-22,62.950001,63.709999,62.680000,62.709999,59.439854,12643500
2016-06-23,63.700001,64.150002,63.529999,64.050003,60.709980,16583600
2016-06-24,60.480000,61.700001,59.340000,59.599998,56.492035,44108700
2016-06-27,58.709999,58.750000,57.049999,57.610001,54.605812,37300700
2016-06-28,59.189999,59.549999,58.259998,59.520000,56.416203,29088700
2016-06-29,60.360001,61.209999,60.000000,61.200001,58.008602,21483000
2016-06-30,61.630001,62.189999,61.020000,62.139999,58.899578,21343600
2016-07-01,61.660000,62.009998,61.160000,61.259998,58.517479,14217800
2016-07-05,60.450001,60.599998,59.099998,59.549999,56.884041,23357700
2016-07-06,59.009998,60.290001,58.759998,60.189999,57.495388,20429800
2016-07-07,60.520000,61.139999,60.160000,60.580002,57.867928,13766700
2016-07-08,61.330002,62.169998,61.330002,61.830002,59.061966,16998800
2016-07-11,62.419998,62.950001,62.139999,62.270000,59.482269,13151400
2016-07-12,63.029999,63.560001,62.889999,63.200001,60.370632,16588100
2016-07-13,63.080002,63.430000,62.639999,63.160000,60.332424,18526900
2016-07-14,64.739998,64.980003,64.050003,64.120003,61.249454,28985900
2016-07-15,64.750000,64.800003,63.610001,64.180000,61.306759,17607100
